rating,rating_raw,date,content
,,2026-01-20,"Watched by catibertorello 20 Jan 2026
Mi familia lo obligo a luca a ver esta peli asi que aproveche. Siempre me cago de risa y me da mucha melancolía, nunca falla
1 like"
5,★★★★★,2026-01-20,"★★★★★ Watched by M 20 Jan 2026
Nice and light hearted but also kind of deep? Are we sure this is aimed at children?
Anyway, it was all very cute and I loved hearing Shakira but why wasn’t she like an animal native to Colombia? Why a caked up Gazelle?
1 like"
4,★★★★,2026-01-20,"★★★★ Rewatched by TrisMurray 20 Jan 2026
Good film, longer than I remember it being! Very enjoyable, good laughs, 4/5.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by Nurhan Örs 20 Jan 2026
absolute cinema
1 like"
3,★★★,2026-01-20,"★★★
Watched by Jesus 20 Jan 2026
Solid movie
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by Adam Grey 20 Jan 2026
Can’t believe my first watch is in 2026.. Rly fun and funny but I wasn’t like amazed despite mega hype from my best friend and I love a kids movie 💔 but it was good regardless
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by Anna 20 Jan 2026
Asså har jag tappat det, eller e han, typ, ASsnygg? Asså nu är han ju en räv osv, men vafan gör det?
No likes yet"
4.5,★★★★½,2026-01-20T22:16:45.478Z,"★★★★½ Added by eug2ne 21 Jan 2026
ковер из шерсти скунса ниже хвоста
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by ogulcankayali 20 Jan 2026
Tavşan :)
1 like"
4,★★★★,2026-01-20,"★★★★
Watched by QuentinGunners 20 Jan 2026
Top Disney
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by bert 20 Jan 2026
Incredible. No notes. Film of a generation.
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Rewatched by chloe 🎬 20 Jan 2026
the most relevant film literally ever
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by nehir ୨୧ 20 Jan 2026
MILYON KERE izledim SIMDI tekrar izledim ASIGIM ASIKKK en büyük isteklerinden biri sevgilimle (😖☝🏻) BU FILMIN COSPLAYINI yapmakkk (can sıkıntısından onuncu kez tekrar izlediim)
No likes yet"
1,★,2026-01-20,"★ Watched by Slaylakayla 20 Jan 2026
Cops cops cops
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by angelina__glt 20 Jan 2026
Très belle histoire d'amour entre ce renard et cette lapine 🦊🐰
J’adore je le regarderais bien encore une fois
Et j’irais voir la suite au ciné
No likes yet"
3,★★★,2026-01-20,"★★★
Watched by josewup 20 Jan 2026
zoofilia 😍
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by Dragonbee_ 20 Jan 2026
""I want to make the world a better place!"" Proceeds to become a cop...
Apart from that, this movie Is always an enjoyable watch!
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by Leaving_Nahun 20 Jan 2026
Cuando Flash rapidash empieza a sonreír con el chiste es cine puro
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by gabrieldantasgs 20 Jan 2026
relaxa judy hopps eu também tenho uma predisposição natural a não confiar em raposa
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Roos 20 Jan 2026
i know im late to the party... anyway... heyyyy nick
1 like"
3,★★★,2026-01-02,"★★★ Watched by stellaZzz 02 Jan 2026
Faut que je le reregarde parce que j’arrive pas à comprendre comment j’ai pas accroché du tout
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by Nic Pringle 20 Jan 2026
Absolutely class
1 like"
5,★★★★★,2026-01-20T21:56:31.550Z,"★★★★★
Added by Zeliha7 21 Jan 2026
Cok guzel.
1 like"
4.5,★★★★½,2026-01-20T21:47:58.069Z,"★★★★½ Added by lani_sevrene 21 Jan 2026
love a woke kids movie
No likes yet"
4,★★★★,2026-01-20,"★★★★
Rewatched by Tontom 20 Jan 2026
Eu gostei até que muito desse segundo filme. Acho que se perdeu em algumas partes mesmo eu achando sim necessário ter que ser chato. Mas em resumo eu amei muito.
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by Hynnaisse 20 Jan 2026
Tu crois qu'elle se compte elle-même avant de dormir ?""
~ Nick - 2016 ~
15 likes"
3.5,★★★½,2026-01-20,"★★★½ Watched by srvycrps 20 Jan 2026
and just like that they ended racism 
the last 40 minutes = absolute cinema
No likes yet"
5,★★★★★,2025-05-27,"★★★★★
Rewatched by dessie!! 27 May 2025
why’d they delete the abortion comic
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by louisleb 20 Jan 2026
Meilleur Disney
No likes yet"
5,★★★★★,2026-01-21,"★★★★★
Watched by swizks 21 Jan 2026
посмотрела впервые в 2026 и пожалела что не посмотрела раньше
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by hanrichxrdson 20 Jan 2026
judy hopps no 1 fan !!!!
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by olszi 20 Jan 2026
kocham
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by Faye 20 Jan 2026
Dare I say one of the best animated movies
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by Vincent Rupp 20 Jan 2026
Good movie. I like the hippie goat.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by chloe 20 Jan 2026
Been a while
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by GabeOrtega 20 Jan 2026
I want Judy hoppes
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by nehir 20 Jan 2026
COOOOOK GUZELL
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Alice 20 Jan 2026
A química da raposa 👅
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by gabrielbarrosv 20 Jan 2026
Bonzinho
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by yoisaiahhh 20 Jan 2026
fun
2 likes"
4.5,★★★★½,2026-01-20,"★★★★½
Watched by Eliwa17 20 Jan 2026
This godfather scene 😭😭😭😭
No likes yet"
2.5,★★½,2026-01-20,"★★½ Watched by ota’ 20 Jan 2026
i need nick bruh omg pls pls pls pls pls king i need you
+ it’s cool for kids
No likes yet"
3.5,★★★½,2026-01-16,"★★★½ Watched by Jorconean 16 Jan 2026
Ta guapa la verdad
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by anishav1 20 Jan 2026
plot twist had me genuinely scared at 8
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Guilherme Kollar Sanches 20 Jan 2026
Uma premissa extremamente atual desenvolvida de maneira exemplar, personagens extremamente carismaticos e interessantes e história muito bem contada. Todas as soluções partem de locais lógicos que ja foram outrora apresentados no filme, tudo que é mostrado sera utilizado nada fica ""jogado"" ou sem sentido. Enfim, um ótimo filme, extremamente divertido e engraçado com toques de atualidade, recomendo extremamente.
1 like"
4.5,★★★★½,2026-01-18,"★★★★½
Watched by Caleb Davis 18 Jan 2026
I'm super late to the party here, but this is easily one of the best animated movies of the last 10 years. I'm really behind the ball when it comes to animation in recent years. I'm not sure how I've allowed that to happen because I love animated movies and find such comfort in so many of them, but I just haven't watched a ton of them. I've always thought about dedicating an entire month to specifically watching animated movies… more
No likes yet"
3.5,★★★½,2026-01-04,"★★★½ Watched by Xavi31 04 Jan 2026
Disney très sympa accessible à tout le monde
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by robin_ctz 20 Jan 2026
Belle image du racisme mais pas assez explicite, on espérait plus de singes
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by sim_mus 20 Jan 2026
Оно так-то хорошо, но все так «вылизано», что ощущение, что нет души, а только холодный расчет. 
(Возможно, у меня были завышенные ожидания, потому что в основном слышала только восторги в сторону фильма)
No likes yet"
2,★★,2026-01-20,"★★ Watched by petit__dam 20 Jan 2026
Disney ok tier
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by keesh11 20 Jan 2026
Not sure i understood the hype tbh. Thought it was a decent watch, few little jokes, and a nice message
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by Cmleonardo8 20 Jan 2026
Incrível
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Rewatched by Sophie_bjx 20 Jan 2026
Une très jolie réflexion sur la difference, le danger et la perspective des autres. Toujours croire à ses rêves et ne pas se fier aux apparences, la justice gagnera ! Des allégories très réussies, la magie d’un disney finalement
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by PL907 20 Jan 2026
La dynamique entre Nick et Judy est trop mignonne et ça tout le long du film et c’est vraiment le point fort du film. Que ce soit dans leur dialogue ou de la manière dont l’animation nous montre leurs émotions.
En plus de ça l’intrigue est bien et bien amené donc t’es intéressé et tu lâches pas et en terme d’animation ya rien a redire surtout pour un film d’il y a 10 ans.
Les références faites à d’autres Disney… more
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Gian 20 Jan 2026
oq vão fazer de rapidinha no trabalho n ta escrito
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by lulu. 20 Jan 2026
FILMAÇO que coisa linda bem feita tesuda
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by judithruiiiz13 20 Jan 2026
nahhhh they fucking
No likes yet"
5,★★★★★,2026-01-19,"★★★★★ Rewatched by sobraltop 19 Jan 2026
nick é mt hear me out como pode uma raposa e uma coelha me fazerem rir tanto
No likes yet"
4,★★★★,2026-01-19,"★★★★
Watched by LouisJaq 19 Jan 2026
Au poil
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by jaxxxxxx 20 Jan 2026
Legit always gassaroonie omg i loved the antelope girl and just all the weird shit like the hippy place and shit like that gotta love nick wilde
1 like"
4.5,★★★★½,2026-01-19,"★★★★½ Watched by hurricanekk 19 Jan 2026
honestly incredible.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by sarah 20 Jan 2026
“estranho é bicho que anda com roupa”
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by dprclara_ 20 Jan 2026
UNE SCÈNE ENTIÈRE EN RÉFÉRENCE AU PARRAIN
No likes yet"
3.5,★★★½,2026-01-20T20:13:57.309Z,"★★★½ Added by esmelcc 21 Jan 2026
Judy was racist as hell
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by HawkHiland 20 Jan 2026
One of the best animated movies with a crazy story and plot twist at the end. I loved how everything is a parody on something in real life, but with an animal twist on it. I hate the ugly dumb sheep.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Nyck Vieira 20 Jan 2026
ciências sociais audiovisual
No likes yet"
3.5,★★★½,2026-01-20,"★★★½
Watched by str4ngerrrr 20 Jan 2026
nick is so hot, sue me.
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by isayh 20 Jan 2026
bem legalzinho, da primeira vez eu amei o plot, maior decepção é eles nao serem oficialmente um casal
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by batubey44 20 Jan 2026
ABSOLUTE CINEMA
No likes yet"
3.5,★★★½,2026-01-19,"★★★½
Watched by Official_Idiot 19 Jan 2026
I apologize for the short review, but I don't have much to say about Zootopia. It's a fun animated film with clever commentary, an entertaining story and a cute emotional core. The comedy mostly works, however the emotion doesn't hit as hard. It works for what it tries to be, but I wouldn't call it one of my favorites. The world we're in looks great and I would love to see more. Luckily, we have a sequel now, which I'll… more
10 likes"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by AaronSMeneses 20 Jan 2026
Filme mais furry que eu já assisti
No likes yet"
5,★★★★★,2026-01-20T19:55:14.417Z,"★★★★★
Added by sarah branco 21 Jan 2026
meu fav
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by Riyasworld 20 Jan 2026
It was niceee. I loved how it translated real world issues like discrimination, abuse of power, racism, etc into an animation. It was entertaining to watch in general, and had some nice minor plot twists that I loved. Judy is so inspiring, I love her. Great watch
No likes yet"
3,★★★,2026-01-20,"★★★ Rewatched by James 20 Jan 2026
4
The more I think about the race allegory the more I just really dislike it
2 likes"
4,★★★★,2026-01-20,"★★★★ Watched by Victorlthz 20 Jan 2026
La lueur d’espoir sur le retour de bon Disney
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by Isabella 20 Jan 2026
The charm appeal of that fox is too much for me 🙂‍↕️
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by lin ☆ 20 Jan 2026
copaganda bad (free nick) but nick wilde so sexy
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Manon 20 Jan 2026
très fun je devrais regarder + de dessins animés
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by joeynam28 20 Jan 2026
Like it’s good ig
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by skroinker 20 Jan 2026
just fuck already damn
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by valu 20 Jan 2026
thanks life for this masterpiece
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by erik 20 Jan 2026
🇧🇷🇵🇹 Português:
Sem dúvida uma das melhores animações da Disney! Gostei muito de Zootopia e da forma como o filme lida com as diferenças e até mesmo com a discriminação, é de fato uma animação bem consciente.
Sobre o filme mesmo:
- Essa raposa é foda
- Essa cena do Poderoso Chefão é uma das coisas mais incríveis que já vi em animações kkkkk
-
🇬🇧🇺🇸 English:
Without a doubt one of Disney's best animations! I really enjoyed Zootopia and… more
No likes yet"
4,★★★★,2026-01-20T19:17:24.369Z,"★★★★
Added by B 21 Jan 2026
cute
No likes yet"
5,★★★★★,2026-01-20T19:14:57.261Z,"★★★★★ Added by subaarashii 21 Jan 2026
Jason bateman voice as nick..HEAR ME OUTTTT
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by perrinegrimaldi 20 Jan 2026
J’ai vrmt besoin d’expliquer la note ?
1 like"
3,★★★,2026-01-20,"★★★ Watched by andria tayara 20 Jan 2026
chato
No likes yet"
4,★★★★,2026-01-19,"★★★★
Watched by TheColorOf 19 Jan 2026
Actually very fun!!
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Rewatched by Tiffany 20 Jan 2026
Night howler is what people call your mom when she’s with me
3 likes"
3.5,★★★½,2026-01-20,"★★★½ Watched by angel 20 Jan 2026
“sly fox. dumb bunny.”
it’s such a silly film
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Nanaration 20 Jan 2026
Un excellent film avec d'excellents personnages, une très belle histoire, ainsi qu'une belle morale.
J'adore le guépard !
1 like"
,,2026-01-07,"Watched by Christian 07 Jan 2026
Overall Grade: B
No likes yet"
3,★★★,2016-01-20,"★★★
Watched by eno25 20 Jan 2016
This review may contain spoilers. I can handle the truth.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by Tomii 20 Jan 2026
La conejita es clave 🫦🫵
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by kuaibergui 20 Jan 2026
This review may contain spoilers. I can handle the truth.
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by MathiasAvonts 20 Jan 2026
Overrated.
No likes yet"
2.5,★★½,2025-12-19,"★★½ Watched by Zelphino 19 Dec 2025
Animation très belle, je m'attendais pas à voir une ref au Parrain, ça m’a bien fait rire, peut-être la seule scène avec celle des paresseux. Sinon l’humour dans ce film c’est vrmnt pas ma came. Ni l’histoire, ni les persos ne m’ont intéressé. Pas mon style de film, mais pas nul non plus.
No likes yet"
4.5,★★★★½,2026-01-03,"★★★★½ Rewatched by philosophiesm 03 Jan 2026
Nick Wilde my beloved.
No likes yet"
5,★★★★★,2026-01-04,"★★★★★ Watched by ladislights 04 Jan 2026
Lindinho demais. Adorei!!!!
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Maryaabk 20 Jan 2026
não lembro quando eu vi, mas eu simplesmente AMO de paixão esse filme
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by Jueun19 20 Jan 2026
W/ Bibia
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½
Watched by FireDrag85 20 Jan 2026
Definitely top 3 Disney imo.
No likes yet"
4,★★★★,2026-01-21,"★★★★ Rewatched by kaili 21 Jan 2026
first one is better than second one
No likes yet"
3.5,★★★½,2026-01-19,"★★★½ Watched by antonio 19 Jan 2026
Na minha memória da infância era um pouquinho melhor? Eu acho que ainda é um filme infantil muito bom, mas é meio que o suprassumo dos twist-villains desnecessários da Disney/Pixar
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by miguedesc 20 Jan 2026
perfeitinho
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by rianavictoria 20 Jan 2026
PERFECT MOVIE
No likes yet"
2.5,★★½,2026-01-20,"★★½ Rewatched by tiago mena 20 Jan 2026
serviceable enough, has potencial, which is reached in the sequel in my opinion
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by ily 20 Jan 2026
new hear me out nick
No likes yet"
4,★★★★,2026-01-20T18:11:07.932Z,"★★★★ Added by _fantasizing_ 21 Jan 2026
Am I really attracted to an animated fox?!
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by Gabriel Blasco 20 Jan 2026
Je n'avais jamais regardé zootopie, et ben c'est génial ! On se régale durant tout le film c'est super beau, c'est très bien animé et il y a énormément de références cachées qu'on se régale de repérer. Les personnages sont très attachant. Pour conclure je dirait que c'est peut-être l'un des meilleurs films d'animation à regarder en famille car tout le monde y trouve son compte.
No likes yet"
3.5,★★★½,2026-01-04,"★★★½ Watched by TigerCod 04 Jan 2026
Good expansion to the lore of world we barely got to explore in the first outing. The universe feels lived in and complex, but understandable by a child. Solid work here.
No likes yet"
4.5,★★★★½,2026-01-17,"★★★★½ Rewatched by Raegan Waddell 17 Jan 2026
.5 off because Judy is annoying but this movie is fire
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by hannahch01 20 Jan 2026
This is the first movie which I remember ever arching in theatres with my dad. I ABSOLOUTELY LOVE THIS MOVIE. I think the comedy, emotions, and the overall plot of this movie was amazing. I lov every single characters and just the overall plot of this movie was AMAZING.
No likes yet"
4,★★★★,2026-01-21,"★★★★
Watched by nocturne 21 Jan 2026
hell yeahhh
2 likes"
4,★★★★,2026-01-20,"★★★★ Watched by SHIFU 20 Jan 2026
Todo en la creación de esta película han sido buenas decisiones
1 like"
4,★★★★,2026-01-20,"★★★★ Rewatched by Olivia 20 Jan 2026
ZOOTROPOLIS OR ZOOTOPIA 
I DONT LIKE THIS GAME 
I swear they called it zootropolis in the film
But the poster says zootopia
Great movie though
2 likes"
4,★★★★,2026-01-20T17:45:07.294Z,"★★★★
Added by Edward_Bebop 21 Jan 2026
Eu realmente sou só uma coelha boba
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Adele 20 Jan 2026
It was amazing and I hate myself because I didn't watch this sooner
No likes yet"
4,★★★★,2026-01-06,"★★★★
Rewatched by Nico Cine 06 Jan 2026
Volví a ver ""Zootrópolis"" de cara a la secuela y me ha servido para recordar la gran película que hizo Disney sobre este ciudad de mamíferos y el misterio que la envuelve. La protagonista, una conejita agente de policía y su compañero como zorro astuto conforman un dúo cómico muy divertido y que se ha convertido en uno de los mas reconocibles de la franquicia.
Una película llena de ingenio, con personajes entrañables y con diálogos muy ocurrentes. Los estereotipos… more
1 like"
3,★★★,2026-01-20,"★★★ Watched by meeri :3 20 Jan 2026
Interesting plot and interesting stereotyping done via the different animal species 🤨
No likes yet"
4,★★★★,2025-01-20,"★★★★ Watched by celiaszb 20 Jan 2025
film doudou
No likes yet"
5,★★★★★,2026-01-18,"★★★★★ Watched by Chaean 18 Jan 2026
I LOVE U TWO
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by kyoshiin 20 Jan 2026
sympa
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by kally 20 Jan 2026
mr big and flash are still the silliest
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by tabithalobodkin 20 Jan 2026
i’m not a furry but…
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by chweayo23 20 Jan 2026
my comfort movie since childhood ngl
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Rewatched by lilgracee 20 Jan 2026
love
No likes yet"
3,★★★,2026-01-15,"★★★ Watched by 𝙨𝙡𝙮𝙫𝙚𝙩𝙩𝙚 15 Jan 2026
Nick Wilde is my childhood hear me out
No likes yet"
3.5,★★★½,2026-01-20,"★★★½
Watched by Ruel 20 Jan 2026
Lots of fun up until the twist villain reveal and then it just repeats Monsters Inc.’s entire climax, like the dialogue is almost beat for beat.
3 likes"
5,★★★★★,2026-01-14,"★★★★★ Rewatched by lily 14 Jan 2026
beautiful movie that speaks to deep themes of racism
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by jubonfim35 20 Jan 2026
É tão engraçado, morro de rir. Eu amo os protagonistas, eles têm uma química que eu acho que não é acidental...
No likes yet"
4,★★★★,2026-01-20,"★★★★
Rewatched by Hally 20 Jan 2026
the godfather found dead in a ditch
No likes yet"
4,★★★★,2026-01-19,"★★★★ Watched by Alexhorschamp 19 Jan 2026
Un Disney malin qui enchaîne les blagues tout en glissant des messages bien sentis sur les préjugés et l’égalité. La scène des paresseux mérite à elle seule le prix du meilleur timing comique.
Moralité : à Zootopie, comme ailleurs, se fier aux apparences est la pire des enquêtes !
No likes yet"
5,★★★★★,2022-09-02,"★★★★★
Watched by vandromeda 02 Sep 2022
go to film ko sya actually...
No likes yet"
3.5,★★★½,2026-01-07,"★★★½ Rewatched by 0j8101 jt 07 Jan 2026
ykw hell yeah
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by BadgalRiri 20 Jan 2026
Judy my favorite bunny and Nicky my favorite foxy. That Godfather reference was definitely the best I’ve seen in years
1 like"
4,★★★★,2026-01-20,"★★★★ Watched by Akaaa 20 Jan 2026
Kelinci jadi polisi tuh kek mana ya, mana kecil betul badannya trs rubah kenapa gak makan kelinci malah jatuh cinta HAH gapapa nick & judy love you
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by rainkiised 20 Jan 2026
nick wilde 🤤🤤🤤
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by ˚.⋆✶sayen✶⋆.˚ 20 Jan 2026
cine.
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by William Houde 20 Jan 2026
Judy ain’t even that bad fr
Dawn Bellwether on the other hand…
1 like"
2.5,★★½,2026-01-20,"★★½ Watched by caitlinwood127 20 Jan 2026
I remembered like this a lot more the first time I saw it like 10 years ago. Still good but not great
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by Emu4 20 Jan 2026
i love bunnies… and *cough* foxes
1 like"
3,★★★,2026-01-20,"★★★ Watched by caiolegname 20 Jan 2026
I can’t imagine how long it takes to make these movies
No likes yet"
4,★★★★,2026-01-20,"★★★★ Watched by Brody Rollier 20 Jan 2026
It’s called a hustle, sweetheart
No likes yet"
3.5,★★★½,2026-01-14,"★★★½
Watched by 1au1auu 14 Jan 2026
sympa mais j’ai préf le 2
No likes yet"
3,★★★,2026-01-20,"★★★ Watched by jeunedauphin 20 Jan 2026
Elle rêve d’être keuf + elle est raciste = 3 étoiles pour le réalisme
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Rewatched by beatrijelena 20 Jan 2026
Divertida y woke. La amo.
No likes yet"
3.5,★★★½,2026-01-20,"★★★½ Watched by 私のスター★ 20 Jan 2026
I liked every single second of this movie it was amazing and thanks to everyone who suggested this movie and made me excited to watch it !  The only reason I didn't give it five stars is that I'm not a big fan of animation
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by itsnotcaptain 20 Jan 2026
“-Kurnaz tavşan
+Aptal tilki
-Beni sevdiğini biliyorsun
+Biliyor muyum? Evet.“ 
O kadar iyi ikili oldular kiii, flörtleşmelerine özellikle bayıldım! Yanlış anlaşılmalardan sonra tavşanın doğruları görüp tilkiyle konuştuğu sahne bana çok tanıdık geldi. Bu film bana hep Gölge’yi hatırlatacak💓
3 likes"
4,★★★★,2026-01-20,"★★★★
Rewatched by Melanie 20 Jan 2026
A skunk butt rug!
The godfather scene is just so perfect.
1 like"
5,★★★★★,2026-01-20,"★★★★★
Watched by r4yneclouds 20 Jan 2026
Perfect
No likes yet"
2.5,★★½,2026-01-20,"★★½ Watched by Ben 20 Jan 2026
Pretty much exactly what I expected, which is to say this is super well designed with some fun scenes here and there as well as plenty of good voice performances but also the entire narrative and thematic throughline is totally rotten. Insanely misguided film at basically every turn. There's a lot to be said about how films handle showcasing racial discrimination through the lens of non-human species but this film's narrative method of doing so and explicit conjunction with its… more
1 like"
4,★★★★,2026-01-20,"★★★★
Watched by bonnie 20 Jan 2026
woolter and jesse
No likes yet"
3,★★★,2026-01-20,"★★★
Watched by Sam 20 Jan 2026
this was so cute. can't believe that i hadn't seen it before!
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by zoesinger 20 Jan 2026
Honestly such a good and rewatchable movie for being a kids movie
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by souzxsmaria 20 Jan 2026
n sei qunado vi n (sei q foi no cinema)
No likes yet"
4,★★★★,2026-01-15,"★★★★ Rewatched by dmenet 15 Jan 2026
Watched with my kid. Coming off the sequel, this had a lot more originality than I was expecting. The chase that moves into the tiny town is kind of an all-timer of animation. The scene in the nudist colony is one of the most baffling things I've ever seen. It sends my mind whirling and now I have to consider if maybe all these animals neuter themselves for the sake of coexistence and harmony. For reasons I can't explain it manages to be one of the less horny talking animal movies I've seen.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by Byers__ 20 Jan 2026
Mi awaking de furros
No likes yet"
4,★★★★,2026-01-20,"★★★★ Rewatched by Flo 20 Jan 2026
This movie......
Damn
Usually Disney sucks with 3d but damn this one is good
My favorite Disney Movie oat!!!
No likes yet"
4,★★★★,2026-01-20,"★★★★
Watched by Lâm 20 Jan 2026
Fun to watch, interesting world, heart-warming story with a really good ending
No likes yet"
5,★★★★★,2026-01-20,"★★★★★ Watched by cyrenia 20 Jan 2026
lohh KOK GANTENGG????
No likes yet"
3.5,★★★½,2026-01-17,"★★★½ Watched by AmayaBobby 17 Jan 2026
We're also reading Fantastic Mr. Fox this week, so my main takeaway from Zootopia is that the fox is *not* Fantastic Mr. Fox, but the fox is *like* Fantastic Mr. Fox.
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by zjen 20 Jan 2026
comfort film bgt😔💞ak kalo sedih suka nonton ini😔💞
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by laracakici 20 Jan 2026
müthişşşşşşşşşş bayıldım
No likes yet"
4.5,★★★★½,2026-01-20,"★★★★½ Watched by elle 20 Jan 2026
didn't expect this movie to be THAT good 😮‍💨
No likes yet"
4,★★★★,2026-01-20,"★★★★
Rewatched by charlisangel 20 Jan 2026
peak cinema ngl
1 like"
4,★★★★,2026-01-20,"★★★★ Watched by oribongio 20 Jan 2026
Excelente peli para niños que también disfrutamos los grandes
No likes yet"
5,★★★★★,2025-12-21,"★★★★★
Watched by alicemaciiel 21 Dec 2025
um dos filmes mais legais do mundo, a história de amizade da judy e do nick é muito incrível, como ele formam uma dupla no final! muito maravilhoso, insuperável
No likes yet"
5,★★★★★,2026-01-20,"★★★★★
Watched by Ash 20 Jan 2026
A beautiful kid’s film with a beautiful message. Judy is such a lovable character.
No likes yet"
2,★★,2026-01-12,"★★ Watched by Ayurii 12 Jan 2026
Lowk represents people life stats actually
No likes yet"
5,★★★★★,2026-01-20T14:22:16.796Z,"★★★★★
Added by mauri_adsf 20 Jan 2026
Se tornou uma das minhas franquias de animações favoritas, competindo frente a frente com Toy Story.
No likes yet"
